gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats,narr-perspective
6688,The Mill on the Floss,Conflict of generations -- Fiction; Domestic fiction; England -- Fiction; Loss (Psychology) -- Fiction; Love stories; Psychological fiction; Siblings -- Fiction; Vendetta -- Fiction; Water mills -- Fiction; Young women -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature; Harvard Classics,en,False,Text,2205,"Eliot, George (1819-1880)",,"""The Mill on the Floss"" by George Eliot is a novel written in the mid-19th century. The story revolves around the lives of siblings Tom and Maggie Tulliver, exploring themes of family dynamics, social expectations, and personal ambition. As they grow up in a rural English setting by the River Floss, their differing personalities and aspirations set the stage for conflict and self-discovery.  The opening of the novel introduces the idyllic setting of Dorlcote Mill, which serves as a backdrop for the Tulliver family. The narrative begins with a description of the surrounding landscape, rich with natural beauty, establishing a tone of nostalgia and simplicity. Mr. Tulliver is depicted as a father determined to provide his son Tom with a good education, which sparks discussions among family members about the best schooling options. This section also highlights the dynamic between Tom and Maggie, revealing early hints of their complex relationship as Maggie grapples with her identity and attempts to earn her brother's approval. The stage is set for the challenges they will face in the broader world beyond their home, where societal pressures and personal desires intersect. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6688.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6688.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6688.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6688.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6688.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6688/pg6688.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/6688/6688-0.zip,3rd
507,Adam Bede,Carpenters -- Fiction; Didactic fiction; England -- Fiction; Illegitimate children -- Fiction; Infanticide -- Fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Women clergy -- Fiction,Banned Books from Anne Haight's list; Browsing: Fiction; Browsing: History - British; Browsing: Literature; Historical Fiction,en,False,Text,1470,"Eliot, George (1819-1880)",,"""Adam Bede"" by George Eliot is a novel written in the mid-19th century. The story revolves around the lives of several characters in the village of Hayslope, particularly the titular character, Adam Bede, a skilled carpenter whose strength and integrity are challenged by the complexities of love, family, and social dynamics.  At the start of the novel, we are introduced to Adam Bede in his workshop, showcasing the ambiance of village life and the camaraderie among workers. Adam is portrayed as a strong, honorable young man, who is both respected and admired. We also meet his brother Seth, who, while also physically robust, exhibits a gentler disposition. The narrative hints at deeper issues within their family, including Adam's conflict with his father over his alcoholism, as well as his growing feelings for Hetty Sorrel, a character who is foreshadowed to bring difficulties into his life. The opening chapters establish a rich setting and introduce themes of craftsmanship, social expectations, and personal struggle, laying the groundwork for the unfolding drama in their lives. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/507.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/507.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/507.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/507.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/507.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/507/pg507.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/507/pg507-h.zip,3rd
41339,Mount Royal: A Novel. Volume 1 of 3,Fiction,Browsing: Fiction; Browsing: Literature,en,False,Text,139,"Braddon, M. E. (Mary Elizabeth) (1835-1915)",,"""Mount Royal: A Novel. Volume 1 of 3"" by M. E. Braddon is a work of fiction written in the late 19th century. This novel follows the lives of Christabel Courtenay and her aunt, Mrs. Tregonell, as they navigate themes of love, grief, and societal expectations, notably in relation to Captain Hamleigh, a widower whose past looms over the present. The setting of Mount Royal serves as a picturesque backdrop, complementing the interplay of emotion and intrigue among the characters.  The opening of the novel introduces us to deep familial bonds and a wistful exploration of past loves as Christabel listens intently to her aunt's reflections on her late fiancé, Captain Hamleigh, and the sadness surrounding his deceased wife. Their conversation is interspersed with humor and youthful candor, which highlights Christabel's delicate innocence and growing curiosity about love and marriage. As Aunt Diana recounts her memories, including her hopes for Christabel's future and the arrival of Captain Hamleigh’s son, Angus, the narrative sets a tone of nostalgia mixed with underlying tension and possibility, creating a foundation for the emotional conflicts to unfold throughout the story. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/41339.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/41339/41339-h/41339-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/41339.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/41339.kf8.images; text/plain=https://www.gutenberg.org/ebooks/41339.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/41339.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/41339/pg41339.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/41339/pg41339-h.zip,3rd
35786,She's All the World to Me,Isle of Man -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Travel & Geography,en,False,Text,112,"Caine, Hall, Sir (1853-1931)",,"""She's All the World to Me"" by Sir Hall Caine is a novel written in the late 19th century. The story unfolds against the backdrop of the Isle of Man, focusing on themes of love, neglect, and moral struggle. The narrative primarily revolves around characters like Evan Mylrea, a prominent local figure, and his son Christian, exploring the complicated dynamics of family ties and societal expectations.  At the start of the novel, we are introduced to the coastal town of Peel and the main characters, particularly Mylrea Balladhoo, Evan Mylrea, and his son Christian, who has recently returned from a mysterious absence. The opening portion paints a vivid picture of the town's atmosphere, depicting the old mansion of Balladhoo and the interesting interactions among the locals. As Christian's complicated past and the whispers surrounding his character begin to surface, the reader is drawn into a web of relationships and secrets, hinting at the love that will face trials amidst the stark realities of their lives. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/35786.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/35786/35786-h/35786-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/35786.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/35786.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/35786.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/35786.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/35786/pg35786.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/35786/pg35786-h.zip,3rd
35296,"Sir Brook Fossbrooke, Volume I.",Fiction,Browsing: Fiction; Browsing: Literature,en,False,Text,225,"Lever, Charles James (1806-1872)",,"""Sir Brook Fossbrooke, Volume I."" by Charles James Lever is a novel written in the late 19th century. Set against the backdrop of military life in Dublin, it explores the lives and interactions of various characters, particularly the enigmatic figure Sir Brook Fossbrooke and young Lieutenant Trafford. This work combines elements of fiction and social commentary, highlighting themes of friendship, class, and personal history against the complexities of late Victorian society.  The opening of the novel introduces readers to a group of military officers enjoying a post-dinner conversation, revealing aspects of their camaraderie and curiosity about Sir Brook Fossbrooke, a man with a storied past. As Fossbrooke joins the conversation, he captivates the younger officers with anecdotes and reflections on life, suggesting a depth to his character that intrigues them. Amidst discussions of fishing and social status, young Trafford expresses a desire to spend time with Fossbrooke, setting the stage for the developing relationships and interwoven narratives that may unfold in the subsequent chapters. The initial interactions hint at Fossbrooke's philosophical outlook and the youthful exuberance of Trafford, establishing a dynamic that promises further exploration of their adventures and challenges. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/35296.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/35296/35296-h/35296-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/35296.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/35296.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/35296.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/35296/35296-0.txt; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/35296/35296-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/35296.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/35296/pg35296.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/35296/pg35296-h.zip,3rd
13276,The Mission,Adventure stories; Africa -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Travel & Geography,en,False,Text,189,"Marryat, Frederick (1792-1848)",,"""The Mission"" by Captain Marryat is a novel aimed at young readers, written during the early 19th century. The story centers around Sir Charles Wilmot, an elderly gentleman mourning the loss of his family after the ship Grosvenor wrecks off the coast of Africa. This tragedy sets the stage for his grand-nephew, Alexander Wilmot, who, driven by a desire to uncover the truth about his lost relatives, embarks on a perilous expedition to explore the African interior.  The opening of the novel introduces us to Sir Charles Wilmot, who is deeply distressed by the loss of his wife and children, presumed dead after the unfortunate shipwreck. Within the first chapter, we see the emotional weight of Sir Charles's grief and the burden it places on his heart. The narrative shifts to Alexander, a young man eager to undertake a journey that not only promises adventure but also the chance to bring closure to his uncle’s long-held worries about his lost family. Inspired and determined, Alexander ultimately convinces Sir Charles to permit his journey, setting the stage for both high-stakes adventure and personal discovery as he seeks to learn what happened to those aboard the Grosvenor. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/13276.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/13276/13276-h/13276-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/13276.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/13276.kf8.images; text/plain=https://www.gutenberg.org/ebooks/13276.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/13276.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/13276/pg13276.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/13276/pg13276-h.zip,3rd
45038,Perlycross: A Tale of the Western Hills,Detective and mystery stories; Devon (England) -- Fiction; England -- Social life and customs -- 19th century -- Fiction; Romance fiction,Browsing: Crime/Mystery; Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,298,"Blackmore, R. D. (Richard Doddridge) (1825-1900)",,"""Perlycross: A Tale of the Western Hills"" by R. D. Blackmore is a novel written in the late 19th century. Set in the village of Perlycross, it explores themes of community, love, and duty through the lives of its central characters, mainly focusing on the Rev. Philip Penniloe, the village curate, and his interactions with local landowners, particularly Colonel Sir Thomas Waldron. The novel vividly depicts the social dynamics and moral struggles of those living in an idyllic yet challenging rural English setting.  At the start of the story, we are introduced to the diligent and kind-hearted Rev. Philip Penniloe, who dutifully manages the parish in the absence of its rector. He enjoys a close friendship with the war-hero Sir Thomas Waldron, who has settled into a peaceful life after his military service. However, the calm of Perlycross is disrupted by the deteriorating condition of Sir Thomas's health, leading to concerns amongst the villagers. The opening chapters set the stage for a community grappling with change, as they face both personal and physical challenges, and they emphasize the bonds that form when individuals work together for a common cause—be it in religious duties or civil responsibilities. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/45038.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/45038/45038-h/45038-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/45038.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/45038.kf8.images; text/plain=https://www.gutenberg.org/ebooks/45038.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/45038.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/45038/pg45038.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/45038/pg45038-h.zip,3rd
59333,Harold's Bride: A Tale,India -- History -- 19th century -- Fiction; Marriage -- Fiction; Missions -- India -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: History - General; Browsing: Literature,en,False,Text,203,A. L. O. E. (1821-1893),,"""Harold's Bride: A Tale"" by A. L. O. E. is a work of fiction likely written in the early 20th century. The story revolves around the young missionary Harold Hartley and his bride, Alicia, as they navigate life and challenges in a missionary station in India. This tale explores themes of duty, personal sacrifice, and the cultural complexities faced by Westerners in a foreign land, particularly through the perspective of Alicia, who is adjusting to her new role within the mission community.  The opening portion introduces us to the setting and characters, beginning with Robin Hartley, Harold's brother, who is in the midst of constructing a home for Harold and Alicia's arrival. The narrative captures Robin's frustrations with the building progress and his reflections on his brother's imminent marriage. As events unfold, we learn about Harold's commitment to his mission work, his deep affection for Alicia, and her delicate nature, which may pose challenges in adapting to life in a remote Indian village. The story begins to construct a vivid picture of their lives as missionaries, exploring Alicia's internal struggles with her new environment and responsibilities, setting the stage for her journey of growth in this foreign land. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/59333.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/59333/59333-h/59333-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/59333.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/59333.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/59333.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/59333/59333-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/59333.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/59333/pg59333.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/59333/pg59333-h.zip,3rd
30835,A Country Gentleman and His Family,Marriage -- Fiction,Browsing: Fiction; Browsing: Literature,en,False,Text,174,"Oliphant, Mrs. (Margaret) (1828-1897)",,"""A Country Gentleman and His Family"" by Mrs. Oliphant is a novel written in the late 19th century. The book centers around the life of Theodore Warrender, a young scholar at Oxford who faces the pressures of academic expectations, family dynamics, and the impact of his father's death on his future. As the narrative unfolds, it examines themes of ambition, disillusionment, and the complexities of familial relationships in a country setting.  At the start of the novel, we meet Theodore Warrender, who is navigating life at Oxford when he learns of his father's death. Despite high expectations from his tutor and peers, Warrender struggles with a sense of disillusionment, preferring to follow his passions rather than the prescribed academic path. Meanwhile, the opening portions introduce the Warrender family, including the seemingly mundane life led by his parents and sisters in their country home, the Warren. With his father's passing and the surrounding characters' responses to grief, the story sets the stage for Theodore's internal and external conflicts, hinting at a deeper exploration into the consequences of ambition, disappointment, and the journey toward self-identity within the expectations of society. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/30835.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/30835.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/30835.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/30835.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/30835.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/30835/pg30835.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/30835/30835-8.zip,3rd
15587,Macleod of Dare,Scotland -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,195,"Black, William (1841-1898)",,"""Macleod of Dare"" by William Black is a novel written in the late 19th century. The story centralizes around Sir Keith Macleod, the last surviving son of Lady Macleod, as he prepares to leave his home at Castle Dare for London. The narrative explores themes of family, duty, and the contrast between the wildness of the Scottish Highlands and the sophistication of urban society.  The opening of the novel introduces us to Castle Dare, illuminating the emotional weight that Lady Macleod carries as she bids farewell to her only remaining son, Keith. Surrounded by memories of her other sons who have fallen in battle, she is proud yet sorrowful as Keith embraces his youthful spirit, ready for adventure. The poignant moment is heightened by their cousin Janet's efforts to maintain a sense of cheerfulness despite the family's grief. As the scene progresses, Keith’s spirited nature becomes evident through his dialogue and interactions with the people around him, including the piper and his dear cousin Janet, who worry about his departure. The contrasting emotions set the stage for his journey away from the familiar rugged beauty of Mull into the bustling life of London, suggesting the intertwining of their fates as they navigate matters of heart and heritage. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/15587.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/15587/15587-h/15587-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/15587.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/15587.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/15587.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/15587/15587-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/15587.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/15587/pg15587.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/15587/pg15587-h.zip,3rd
4464,The Tragic Comedians: A Study in a Well-known Story — Complete,"English fiction -- 19th century; Lassalle, Ferdinand, 1825-1864 -- Fiction",Browsing: Fiction; Browsing: Literature,en,False,Text,198,"Meredith, George (1828-1909)",,"""The Tragic Comedians: A Study in a Well-known Story — Complete"" by George Meredith is a novel written during the late 19th century. The story revolves around Clotilde von Rudiger, a young woman of aristocratic background, whose complex emotional landscape is set against a backdrop of romantic entanglements and societal expectations. The novel explores themes of love, identity, and the intersections of personal desire with social constraints, particularly through Clotilde's relationships with notable characters such as Prince Marko Romaris and Alvan, a demagogue whose controversial reputation complicates her affections.  At the start of the narrative, we meet Clotilde, an attractive young woman caught in a whirlwind of romantic pursuits, displaying a pronounced dissatisfaction with her suitors. Her awakening begins upon encountering Prince Marko at the Hungarian Baths, leading to shifting emotions as she falls in love with the goodness she perceives in him. However, this romantic tension is soon complicated by the presence of Alvan, a captivating figure with a notorious reputation, whose magnetic personality both intrigues and frightens her. Clotilde's initial impressions of both Marko and Alvan set the stage for a deeper exploration of her desires and the societal expectations that may confine them. The opening portion paints a rich portrait of Clotilde's inner struggles and the dynamics of her world, inviting readers to ponder the interplay of tragedy and comedy in her unfolding story. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/4464.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/4464/4464-h/4464-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/4464.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/4464.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/4464.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/4464/4464-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/4464.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/4464/pg4464.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/4464/pg4464-h.zip,3rd
45734,The Chaplain of the Fleet,"Debt, Imprisonment for -- Fiction; London (England) -- History -- 18th century -- Fiction",Browsing: Fiction; Browsing: History - General; Browsing: Literature,en,False,Text,271,"Besant, Walter (1836-1901); Rice, James (1843-1882)",,"""The Chaplain of the Fleet"" by Walter Besant and James Rice is a novel written in the late 19th century. The story begins with the poignant life of a young girl named Kitty Pleydell, who has recently lost her father, a kind and pious clergyman. As she navigates her grief, she is thrust into a world of uncertainty and adventure, compelled to seek out her uncle in London as per her father's last wishes.  At the start of the book, we witness Kitty's deep sorrow as she mourns her father's death, reflecting on his life and their shared moments. In the aftermath of the funeral, Kitty must come to terms with her new reality—a life devoid of parental guidance and filled with new responsibilities. She learns about her inheritance, including a sum of money hidden in her father’s belongings, and is determined to follow his final instructions, leading her to London. The opening chapters set the stage for Kitty's journey as she prepares to leave her rural home, highlighting her innocence, courage, and the great unknown that awaits her. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/45734.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/45734.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/45734.kf8.images; text/plain=https://www.gutenberg.org/ebooks/45734.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/45734.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/45734/pg45734.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/45734/pg45734-h.zip,3rd
2601,"Heartsease; Or, The Brother's Wife",England -- Social life and customs -- 19th century -- Fiction; English fiction -- 19th century; Family -- England -- Fiction; Marriage -- Fiction; Upper class -- England -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,265,"Yonge, Charlotte M. (Charlotte Mary) (1823-1901)",,"""Heartsease; Or, The Brother's Wife"" by Charlotte M. Yonge is a novel likely written in the mid-19th century. The story centers around the life of young Theodora Martindale, who grapples with the shifting dynamics of her family and the complications of love after her brother, Arthur, enters a hasty marriage that brings unexpected consequences. The book intricately explores themes of familial devotion, societal expectations, and the often tumultuous path of romantic relationships.  The opening of the novel introduces a picturesque setting in an English park, where Theodora is engaged in a playful activity with village children. Her tranquil routine is disrupted by news from Mr. Wingfield, a young curate, who brings concerning information regarding her brother's potential entanglements with a lowborn family, igniting Theodora's protective instincts. As she contemplates the implications of Arthur’s choices, her determination to safeguard her family’s honor and relationships becomes evident. The narrative sets the stage for Theodora’s character as strong-willed and deeply caring, foreshadowing the conflicts and challenges that will arise in her pursuit of love and loyalty to her family. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/2601.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/2601/2601-h/2601-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/2601.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/2601.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/2601.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/2601/2601-0.txt; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/2601/2601-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/2601.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/2601/pg2601.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/2601/pg2601-h.zip,3rd
30606,The Landleaguers,Ireland -- Fiction; Land League (Ireland) -- Fiction; Land tenure -- Fiction; Political fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Politics,en,False,Text,230,"Trollope, Anthony (1815-1882)",,"""The Landleaguers"" by Anthony Trollope is a historical novel written in the late 19th century. Set against the backdrop of Ireland during a time of social turmoil and conflict, the story centers on the Jones family, particularly focusing on Philip Jones, a newly influential landlord, and his children as they navigate personal and political upheaval. The narrative explores themes of loyalty, the struggle for power, and the impact of social changes on familial relationships.  At the start of the novel, we are introduced to Mr. Philip Jones, who has recently acquired the Morony estate in County Galway amidst an era marked by tension and agitation among the Irish tenant farmers. As his family begins to adjust to their new life, serious troubles arise, particularly connected to their youngest son, Florian, who is caught in a web of religious and political conflicts. The flooding of the family’s meadows, allegedly instigated by local dissenters, heightens the stakes as Mr. Jones aims to uncover the truth behind the incident, while Florian grapples with his oath of secrecy and fear of repercussions. The opening chapters establish the characters' complexities and hint at the broader societal issues that will play a pivotal role throughout the narrative. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/30606.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/30606/30606-h/30606-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/30606.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/30606.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/30606.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/30606/30606-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/30606.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/30606/pg30606.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/30606/pg30606-h.zip,3rd
52060,The Sorceress (complete),Fiction,Browsing: Fiction; Browsing: Literature,en,False,Text,235,"Oliphant, Mrs. (Margaret) (1828-1897)",,"""The Sorceress"" by Mrs. Oliphant is a novel written in the late 19th century. The story revolves around the Kingsward family, particularly focusing on the youthful and spirited Bee, as she navigates the excitement and complexities of love and engagement in an era marked by social expectations and family dynamics. Set against a backdrop of travel and romance, it explores the family's reactions to Bee's engagement with Aubrey Leigh and the resulting tensions that arise.  The opening of the novel introduces the Kingsward family, detailing their vibrant dynamics and the excitement generated by Bee's recent engagement to Mr. Aubrey Leigh. Mrs. Kingsward's slight health issues spark anxiety yet do not diminish the family's joys during their travels. We witness the playful and romantic encounters between Bee and Aubrey, and the initial happiness surrounding their engagement starts to evolve into tension following the arrival of mysterious letters that implicate Aubrey in troubling matters. This sets the stage for the unfolding drama, revealing the complexities of love, family loyalty, and societal expectations, all of which will heavily influence the narrative as it progresses. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/52060.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/52060/52060-h/52060-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/52060.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/52060.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/52060.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/52060/52060-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/52060.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/52060/pg52060.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/52060/pg52060-h.zip,3rd
59055,The Heir Presumptive and the Heir Apparent,Aristocracy (Social class) -- England -- Fiction; Families -- Fiction; Inheritance and succession -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,222,"Oliphant, Mrs. (Margaret) (1828-1897)",,"""The Heir Presumptive and the Heir Apparent"" by Mrs. Oliphant is a novel written in the late 19th century. The story revolves around Lord Frogmore and his relationship with his heir presumptive, John Parke, as John announces his intention to marry Letitia Ravelstone, a woman from a modest background. The narrative explores themes of social class, family dynamics, and the expectations that come with titles and inheritance in Victorian society.  The opening of the novel introduces us to the central characters of Lord Frogmore and his brother John Parke, the heir presumptive who is contemplating marriage. Frogmore is portrayed as a comfortable bachelor who takes great care of himself, while John, despite his privileged position, feels the pressures of familial obligation and societal expectations. When John reveals his desire to marry Letitia, a woman from a less prestigious background, Frogmore's reaction is one of amusement rather than concern. The scene sets up a complex web of relationships, honoring social hierarchies, personal aspiration, and the humorous, often precarious nature of navigating societal expectations. As the story unfolds, it hints at the evolution of both John's and Letitia's aspirations against the backdrop of class distinctions and familial loyalty. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/59055.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/59055/59055-h/59055-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/59055.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/59055.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/59055.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/59055/59055-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/59055.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/59055/pg59055.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/59055/pg59055-h.zip,3rd
