title,label,name_sequence,name_switch_ratio
The_Beckoning_Hand__and_Other_Stories_38531,short story collection,['Crown'],0.0
Little_Saint_Elizabeth_and_Other_Stories_10466,short story collection,"['Little', 'What', 'Elizabeth', 'Stories', 'Fairyfoot', 'Fairyfoot', 'Princess', 'What', 'Jem', 'License', 'Foundation']",0.9
In_Bad_Company__and_Other_Stories_51314,short story collection,['They'],0.0
65932_The_Royal_Regiment__and_Other_Novelettes,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Roland', 'Roland', 'Roland', 'Roland', 'Roland', 'Roland', 'Roland', 'Roland', 'Aurelia', 'Roland', 'Roland', 'Arthur', 'Clare', 'Clare', 'Clare', 'Wilmot', 'Clare', 'British', 'Regiment', 'Louis', 'Pousset', 'Jack', 'Daubeny', 'Westbrook', 'Philip', 'Philip']",0.36585365853658536
21558_The_Children_of_the_New_Forest,novel,"['Jacob', 'Jacob', 'Jacob', 'Edward', 'Jacob', 'Humphrey', 'Humphrey', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Humphrey', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward', 'Edward']",0.23076923076923078
Elder_Conklin_and_Other_Stories_7153,short story collection,"['Frank', 'Elder', 'License', 'Foundation']",1.0
13085_A_Diversity_of_Creatures,novel,"['With', 'Easy', 'Conroy', 'Harvey', 'Ollyett', 'Major', 'Winton', 'Leggatt', 'Midmore', 'Mary', 'License', 'Foundation']",1.0
In_a_Quiet_Village_56527,short story collection,"['April', 'Coombe', 'Sela', 'Doble', 'Mary', 'George', 'Auntie', 'Mills', 'Aaron', 'Shone', 'Frost', 'Prue', 'Eli', 'Jack', 'Cicely', 'Newbold', 'Birdwood', 'Tom', 'White', 'Jane', 'License', 'Foundation']",1.0
A_Widow_s_Tale_and_Other_Stories_43084,short story collection,"['May', 'Nelly', 'May', 'May', 'Nelly', 'Nelly', 'Nelly', 'Nelly', 'Nelly', 'Nelly', 'Lycett', 'Milly', 'Landon', 'Landon', 'Landon', 'Horace', 'Horace', 'Horace', 'Horace', 'Horace', 'Mademoiselle', 'Mademoiselle', 'Mademoiselle', 'Mademoiselle', 'Mademoiselle', 'Mademoiselle', 'Mademoiselle', 'Wargrave', 'Lily', 'Charley', 'Lily', 'Abel', 'Roger', 'Lily', 'Lily', 'Abel', 'Lily', 'Roger', 'John', 'John', 'John', 'John', 'John', 'Janey', 'Janey', 'Janey', 'John', 'John', 'John', 'John', 'Scarfield', 'John', 'Jean', 'Sir', 'Peter', 'Pate', 'Pate', 'Pate', 'Pate', 'Foundation']",0.4745762711864407
Crucial_Instances_7516,short story collection,"['Duchess', 'Duchess', 'Anson', 'Claudia', 'Dale', 'Fontage', 'Grancy', 'Don', 'Roberto', 'License', 'Foundation']",0.9
4005_Herb_of_Grace,novel,"['Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'Anna', 'Verity', 'Amias', 'Malcolm', 'Malcolm', 'Elizabeth', 'Cedric', 'Elizabeth', 'Elizabeth', 'Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'Jacobi', 'Malcolm', 'Elizabeth', 'Malcolm', 'Malcolm', 'Elizabeth', 'Malcolm', 'Malcolm', 'Jacobi', 'Cedric', 'Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'David', 'David', 'David', 'Malcolm', 'Malcolm', 'Malcolm', 'Malcolm', 'Elizabeth', 'Elizabeth', 'Malcolm']",0.4883720930232558
36236_Dorothy_s_Double__Volume_2__of_3_,novel,"['Hawtrey', 'Hawtrey', 'Dorothy', 'Captain', 'Armstrong', 'Warbles', 'Murdoch', 'Captain']",0.8571428571428571
The_Talking_Horse_and_Other_Tales_27284,short story collection,"['None', 'These', 'Diana', 'Priscilla', 'George', 'Ella', 'Daisy', 'Hazel', 'Indians', 'Clarence', 'Tommy', 'Marjory', 'Mrs', 'Author', 'License', 'Foundation']",1.0
27072_The_Flying_Doctor___Le_Médecin_Volant_,novel,"['United', 'License', 'Foundation']",1.0
5950_The_Fortunes_of_Nigel,novel,"['Ramsay', 'Master', 'Richie', 'Heriot', 'Heriot', 'Sir', 'Nigel', 'Dame', 'Lord', 'Lord', 'Lord', 'Lord', 'Lord', 'Richie', 'Sir', 'Lord', 'Duke', 'Lady', 'Margaret', 'Margaret', 'Dame', 'Nigel', 'Nigel', 'Nigel', 'Nigel', 'Glenvarloch', 'Nigel', 'Nigel', 'Heriot', 'Sir', 'Richie', 'Lord', 'Lord', 'Lord', 'Richie', 'Lord', 'King']",0.6666666666666666
The_Exiles_and_Other_Stories_16090,short story collection,"['Exiles', 'Dick', 'None', 'Frontispiece', 'None', 'Holcombe', 'District', 'Latimer', 'Lieutenant', 'Helen', 'Stuart', 'Stedman', 'License', 'Foundation']",1.0
Ensign_Knightley_and_Other_Stories_12859,short story collection,"['Author', 'None', 'There', 'License', 'Foundation']",1.0
Wolfville_3732,short story collection,"['None', 'Old', 'Jack', 'Cherokee', 'Wilkins', 'Annie', 'Jim', 'Jim', 'Dave', 'Red', 'Cherokee', 'Old', 'Jack', 'Yallerhouse', 'Cherokee', 'Colonel', 'Jim', 'Jaybird', 'Bill', 'Billy', 'Mace', 'Red', 'Bill', 'Texas', 'Bill', 'Crawfish']",0.96
While_the_Billy_Boils_7144,short story collection,"['Henry', 'Mitchell', 'Tom', 'Tom', 'Bill', 'Tom', 'Tom', 'Hungerford', 'Bobbie', 'Australia', 'Shoo', 'Arvie', 'Exception', 'Union', 'Mitchell', 'Well', 'Steelman', 'Hake', 'Bob', 'They', 'Brummy', 'Smith', 'Lizzie', 'Careless', 'Then', 'Arvie', 'Mitchell', 'Brummy', 'Mitchell', 'That', 'Malachi', 'Mrs', 'Dave', 'Steelman', 'Baldy', 'Lawson', 'License', 'Foundation']",0.9459459459459459
16911_The_Romance_of_the_Coast,novel,"['License', 'Foundation']",1.0
7628_Devereux___Volume_05,novel,"['Cure', 'Czar', 'Czar', 'Czar', 'Abbe', 'Foundation']",0.6
A_Dozen_Ways_of_Love_18086,short story collection,"['Yeander', 'Violetta', 'Jew', 'Zilda', 'What', 'Jen', 'Skelton', 'Englishman', 'Eliz', 'Courthope', 'Courthope', 'Courthope', 'Foundation']",0.8333333333333334
7815_Hereward__the_Last_of_the_English,novel,"['England', 'Hereward', 'Hereward', 'Hereward', 'Hereward', 'Princess', 'Hereward', 'Baldwin', 'Torfrida', 'Robert', 'Hereward', 'Robert', 'Hereward', 'Dirk', 'Torfrida', 'Hereward', 'Hereward', 'Hereward', 'Hereward', 'Hereward', 'Hereward', 'Ivo', 'Hereward', 'Hereward', 'William', 'William', 'Hereward', 'Hereward', 'Hereward', 'William', 'Hereward', 'William', 'William', 'Hereward', 'Hereward', 'Abbot', 'Hereward', 'Hereward', 'Hereward', 'Torfrida', 'Hereward', 'Crowland', 'Hereward', 'Foundation']",0.627906976744186
The_Green_Flag_and_Other_Stories_of_War_and_Sport_10446,short story collection,"['Captain', 'Craddock', 'Banks', 'Montgomery', 'German', 'Allardyce', 'Dodds', 'Danbury', 'Anerley', 'Kennedy', 'Joyce', 'Monsieur', 'License', 'Foundation']",1.0
59144_The_Master_of_Greylands__A_Novel,novel,"['Castlemaine', 'Castlemaine', 'Bent', 'Castlemaine', 'Castlemaine', 'Castlemaine', 'Anthony', 'Thomas', 'Castlemaine', 'Castlemaine', 'Castlemaine', 'Bent', 'Castlemaine', 'Guise', 'Castlemaine', 'Madame', 'Hallet', 'Castlemaine', 'Ethel', 'Castlemaine', 'Castlemaine', 'Jane', 'Sister', 'North', 'George', 'North', 'Mary', 'Walter', 'Mary', 'North', 'Jane', 'Sister', 'Jane', 'Ethel', 'Mary', 'Harry', 'George', 'George', 'Castlemaine']",0.8157894736842105
New_Arabian_Nights_839,short story collection,"['Northmour', 'Northmour', 'Northmour', 'Huddlestone', 'Northmour', 'Northmour', 'Northmour', 'Northmour', 'Villon', 'Denis', 'Berthelini', 'Commissary', 'Elvira', 'Stubbs', 'Stubbs', 'Foundation']",0.6
Wee_Willie_Winkie_and_Other_Stories_63487,short story collection,"['License', 'Foundation']",1.0
Sport_Royal_and_Other_Stories_40697,short story collection,"['Dumergue', 'Dumergue', 'Miss']",0.5
45050_The_Lady_of_Pleasure__A_Comedie__as_It_Was_Acted_b,novel,"['Madam', 'License', 'Foundation']",1.0
14216_St__George_s_Cross__Or__England_Above_All,novel,"['License', 'Foundation']",1.0
Cobwebs_from_an_Empty_Skull_12793,short story collection,"['Illustration', 'This', 'License', 'Foundation']",1.0
7596_The_Caxtons__A_Family_Picture___Volume_11,novel,"['Squills', 'Squills', 'How', 'Squills', 'Castleton', 'Foundation']",0.8
71228_The_confessions_of_a_well_meaning_woman,novel,"['Lady', 'Brackenbury', 'Phyllida', 'Spenworth', 'Will', 'Will', 'Phyllida', 'Arthur', 'Arthur', 'Will', 'Phyllida', 'Will', 'United', 'License', 'Foundation']",0.8571428571428571
Twilight_Stories_594,short story collection,"['Joe', 'License', 'Foundation']",1.0
The_Brownies_and_Other_Tales_16052,short story collection,"['Published', 'Amelia', 'License', 'Foundation']",1.0
More_Bywords_12095,short story collection,"['Cat', 'Verronax', 'Dane', 'King', 'Sigbert', 'Dear', 'Avice', 'Edith', 'Martyn', 'Bessie', 'Charlie', 'License', 'Foundation']",1.0
5524_The_Bride_of_the_Nile___Volume_08,novel,"['Orion', 'Orion', 'Orion', 'Foundation']",0.3333333333333333
20075_Frank_Fairlegh__Scenes_from_the_Life_of_a_Private_,novel,"['Mildman', 'Thomas', 'Coleman', 'Coleman', 'Mad', 'Lawless', 'Oaklands', 'Oaklands', 'Cumberland', 'Lawless', 'Lawless', 'Coleman', 'Coleman', 'Coleman', 'Lawless', 'Coleman', 'Lawless', 'Saville', 'Dullmug', 'Oaklands', 'Lawless', 'Wilford', 'Oaklands', 'Wilford', 'Harry', 'Wilford', 'Ellis', 'Ellis', 'Umph', 'Umph', 'Frampton', 'Coleman', 'Coleman', 'Mrs', 'Saville', 'Cumberland', 'Cumberland', 'Saville', 'Ellis', 'Lawless', 'Lawless', 'Fanny', 'Susan', 'Lawless', 'Lawless', 'Fanny', 'Lawless', 'Clara', 'Umph', 'Clara', 'Clara', 'Lawless', 'Lawless', 'Vernor', 'Peter', 'Cumberland', 'Foundation']",0.7678571428571429
Amusement_Only_38188,short story collection,"['License', 'Foundation']",1.0
5052_Absalom_s_Hair,novel,"['Kaas', 'Rafael', 'Helene', 'Rafael', 'Rafael']",0.75
The_Cornish_Fishermen_s_Watch-Night__and_Other_Stories_42568,short story collection,"['Wat', 'United', 'License', 'Foundation']",1.0
The_Plattner_Story_and_Others_42989,short story collection,"['None', 'Plattner', 'Monson', 'Elstead', 'Hinchcliff', 'Haddon', 'Fison', 'Pollock', 'There', 'Horrocks', 'Coombes', 'Jane', 'Vair', 'Winslow', 'Ted', 'Delia', 'Hill', 'United', 'License', 'Foundation']",1.0
Tales_of_Mean_Streets_40569,short story collection,"['University', 'National', 'Mrs', 'License', 'Foundation']",1.0
Joe_Wilson_and_his_Mates_1036,short story collection,"['Australia', 'Mary', 'License', 'Foundation']",1.0
72353_The_Lindsays____b_A_romance_of_Scottish_life__Volu,novel,"['License', 'Foundation']",1.0
17377_The_Works_of_Guy_de_Maupassant__Volume_4,novel,"['Old', 'None', 'Marie', 'Monsieur', 'Monsieur', 'General', 'Monsieur', 'Madame', 'Gilberte', 'Monsieur', 'Mohammed', 'Caravan', 'Viteska', 'Angelica', 'Count', 'Princess', 'Prince', 'Countess', 'Pole', 'What', 'Why', 'They', 'Lecacheur', 'Pavilly', 'Venus', 'What', 'Savel', 'Marseilles', 'Then', 'Paris', 'When', 'Mordiane', 'What', 'Then', 'Victor', 'One', 'License', 'Foundation']",0.972972972972973
The_Rudder_Grangers_Abroad_and_Other_Stories_11671,short story collection,"['Euphemia', 'Water', 'License', 'Foundation']",1.0
2433_Donal_Grant,novel,"['Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Was', 'Donal', 'Donal', 'Donal', 'God', 'Davie', 'Donal', 'Donal', 'Donal', 'Miss', 'Graeme', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'Forgue', 'Donal', 'Eppy', 'God', 'Donal', 'Davie', 'Davie', 'Donal', 'Eppy', 'Donal', 'God', 'Donal', 'Donal', 'Donal', 'Donal', 'Arctura', 'Donal', 'Donal', 'Donal', 'Arctura', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'God', 'God', 'Donal', 'Donal', 'Donal', 'Davie', 'Donal', 'Arctura', 'Donal', 'Donal', 'Donal', 'Donal', 'Donal', 'There', 'Forgue', 'God', 'Donal', 'Donal', 'Donal', 'God', 'God', 'Donal', 'Donal', 'Donal', 'Foundation']",0.43373493975903615
Melchior_s_Dream_and_Other_Tales_16540,short story collection,"['Monsieur', 'Monsieur', 'Monsieur', 'Bill', 'Bill', 'Bill', 'Bill', 'James', 'Joseph', 'Maud', 'Uncle', 'Cocky', 'Foundation']",0.5833333333333334
The_White_Hecatomb__and_Other_Stories_36419,short story collection,"['Then', 'Dogolwana', 'Gquma', 'Hessie', 'Matshaka', 'Madilenda', 'Nomayeshe', 'Gweva', 'Lamla', 'Then', 'Sobede', 'Nomfunda', 'Brand']",1.0
Rodman_the_Boatsteerer__and_Other_Stories_24836,short story collection,"['Louis', 'Rodman', 'Blackett', 'Prout', 'Martinas', 'Deasy', 'Rauparaha', 'Randolph', 'Lester', 'Channing', 'Proctor', 'Captain', 'Jim', 'Jinaban', 'License', 'Foundation']",1.0
The_Flower_of_Forgiveness_39987,short story collection,"['License', 'Foundation']",1.0
Martin_Hewitt__Investigator_11252,short story collection,"['License', 'Foundation']",1.0
25305_Memoirs_of_Fanny_Hill__A_New_and_Genuine_Edition_f,novel,"['Charles', 'Mrs', 'United', 'License', 'Foundation']",1.0
41422_Barbara_Lynn__A_Tale_of_the_Dales_and_Fells_,novel,"['Barbara', 'Lucy', 'Peter', 'Lucy', 'Lucy', 'Joel', 'Joel', 'Lucy', 'Peter', 'Peter', 'Lucy', 'Peter', 'Joel', 'Peter', 'Barbara', 'Lucy', 'Joel', 'Barbara', 'Joel', 'Barbara', 'Lucy', 'Lucy', 'Barbara', 'Peter', 'Barbara']",0.8333333333333334
The_Captain_of_the_Polestar_and_Other_Tales_294,short story collection,"['There', 'License', 'Foundation']",1.0
50095_The_Works_of_William_Shakespeare__Cambridge_Editio,novel,"['Pope', 'Pope']",0.0
Afterwards__and_Other_Stories_43192,short story collection,"['Trevor', 'Marsden', 'Arkwright', 'Clunas', 'Perkins', 'Dodson', 'Tommy', 'Grace', 'Collector', 'Jinks', 'Doctor', 'License', 'Foundation']",1.0
20730_For_the_Sake_of_the_School,novel,"['Woodlands', 'Ulyth', 'Arnold', 'Rona', 'Ulyth', 'Ulyth', 'Ulyth', 'Rona', 'Miss', 'Rona', 'Ulyth', 'Miss', 'Arnold', 'Susannah', 'Lizzie', 'Rona', 'Rona', 'Ulyth', 'Rona']",0.8333333333333334
The_Real_Thing_and_Other_Tales_2715,short story collection,['Mrs'],0.0
The_Black_Poodle_and_Other_Tales_37235,short story collection,"['License', 'Foundation']",1.0
60368_The_heir__A_love_story,novel,['Chase'],0.0
4432_Evan_Harrington___Volume_6,novel,"['Evan', 'Evan', 'Evan', 'Rose', 'Evan', 'Evan', 'Foundation']",0.5
The_Dorrington_Deed-Box_53341,short story collection,"['None', 'Dorrington', 'License', 'Foundation']",1.0
8602_The_Uninhabited_House,novel,"['Miss', 'License', 'Foundation']",1.0
Prince_Zaleski_10709,short story collection,"['Shiel', 'Randolph', 'Jabal', 'United', 'License', 'Foundation']",1.0
Tales_of_Unrest_1202,short story collection,"['Joseph', 'Lagoon', 'Karain', 'Jean', 'Kayerts', 'What', 'Arsat', 'License', 'Foundation']",1.0
Gallegher_and_Other_Stories_5956,short story collection,"['Charles', 'Gallegher', 'Rags', 'Plunger', 'Catherwaight', 'Van', 'Van', 'License', 'Foundation']",0.875
The_Laughing_Mill_and_Other_Stories_41592,short story collection,"['Birchmore', 'License', 'Foundation']",1.0
48354_Cleg_Kelly__Arab_of_the_City__His_Progress_and_Adv,novel,"['Each', 'Cleg', 'York']",1.0
37121_Charles_Dickens__Children_Stories,novel,"['License', 'Foundation']",1.0
The_Mystery_of_Choice_46581,short story collection,"['Sweetheart', 'United', 'License', 'Foundation']",1.0
The_Ferryman_of_Brill_and_Other_Stories_21460,short story collection,"['Diedrich', 'Caspar', 'Caspar', 'Peter', 'Fanny', 'Ellis', 'Ned', 'Sir', 'Susan', 'Touche', 'Robby']",0.9
66636_The_Story_of_André_Cornélis,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Termonde']",0.05555555555555555
Lotta_Schmidt_and_Other_Stories_54424,short story collection,"['License', 'Foundation']",1.0
32064_The_Wine_ghosts_of_Bremen,novel,"['License', 'Foundation']",1.0
Bimbi__Stories_for_Children_5834,short story collection,"['August', 'Rosa', 'Lampblack', 'Luca', 'Findelkind', 'License', 'Foundation']",1.0
The_Happy_Prince_and_Other_Tales_902,short story collection,"['License', 'Foundation']",1.0
7602_The_Caxtons__A_Family_Picture___Volume_16,novel,"['Vivian', 'Vivian', 'Roland', 'Roland', 'Roland', 'Roland', 'Vivian', 'Roland', 'Trevanion', 'Roland', 'Foundation']",0.6
7838_Fifty_One_Tales,novel,"['Death', 'Fame', 'Charon', 'Pan', 'Time', 'South', 'Winter', 'Oblivion', 'Then', 'London', 'Death', 'Two', 'Pan', 'Time', 'Goraghwood', 'Time', 'They', 'Then', 'Time', 'Saint', 'Remember', 'There', 'Time', 'Istrakhan', 'They', 'Fame', 'Tortoise', 'They', 'Devil', 'Look', 'Winter', 'Thlunrana', 'Man', 'Picadilly', 'When', 'Presently', 'Death', 'Time', 'They', 'Street', 'Downs', 'Who', 'Had', 'After', 'Coventry', 'Spring', 'Muses', 'Man', 'They', 'When', 'Pan', 'License', 'Foundation']",1.0
The_Youth_of_Parnassus_and_Other_Stories_41682,short story collection,"['License', 'Foundation']",1.0
In_the_Fog_7884,short story collection,"['Chetney', 'Chief', 'Lyle']",1.0
10806_The_Sword_of_Welleran_and_Other_Stories,novel,"['Wild', 'Leothric']",1.0
The_Grey_Woman_and_Other_Tales_28636,short story collection,"['Tom', 'Von', 'License', 'Foundation']",1.0
Steve_Brown_s_Bunyip_and_Other_Stories_60482,short story collection,"['License', 'Foundation']",1.0
The_Pacha_of_Many_Tales_21571,short story collection,"['License', 'Foundation']",1.0
The_Pot_of_Gold_and_Other_Stories_16468,short story collection,"['Author', 'None', 'None', 'Then', 'Ann', 'License', 'Foundation']",0.8333333333333334
615_Orlando_Furioso,novel,"['License', 'Foundation']",1.0
6006_Under_the_Storm,novel,"['Emlyn', 'Steadfast', 'Kenton', 'Jeph', 'Kenton', 'Jeph', 'Stead', 'Stead', 'Stead', 'Steadfast', 'Steadfast', 'Jeph', 'Emlyn', 'Stead', 'Stead', 'Patience', 'Steadfast', 'Stead', 'Emlyn', 'Patience', 'Emlyn', 'Stead', 'Patience', 'Foundation']",0.8260869565217391
Mooswa_and_Others_of_the_Boundaries_42226,short story collection,"['License', 'Foundation']",1.0
7310_Mr__Pim_Passes_By__A_Comedy_in_Three_Acts,novel,"['Marden', 'Marden', 'George', 'Large', 'Jacobean', 'Scene', 'Set', 'United', 'License', 'Foundation']",0.8888888888888888
Moods_28203,short story collection,"['Ottila', 'Sylvia', 'Sylvia', 'Warwick', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Sylvia', 'Warwick', 'Sylvia']",0.25
7158_The_Prince_and_the_Pauper__Part_5_,novel,"['Tom', 'Tom', 'King']",0.5
Mademoiselle_Miss_and_Other_Stories_52703,short story collection,"['None', 'Miss', 'Zizi', 'License', 'Foundation']",1.0
The_Merry_Men__and_Other_Tales_and_Fables_344,short story collection,"['Aros', 'Mary', 'Aros', 'Rorie', 'Rorie', 'Will', 'Will', 'Markheim', 'Doctor', 'Doctor', 'Doctor', 'Doctor', 'Doctor', 'Doctor', 'Doctor', 'Foundation']",0.4666666666666667
29030_Wilson_s_Tales_of_the_Borders_and_of_Scotland__Vol,novel,"['Geordie', 'License', 'Foundation']",1.0
7656_Kenelm_Chillingly___Volume_07,novel,"['Kenelm', 'Kenelm', 'Tom', 'Mrs', 'Lily', 'Kenelm', 'Foundation']",0.8333333333333334
By_Rock_and_Pool_on_an_Austral_Shore__and_Other_Stories_12798,short story collection,"['Charlik', 'North', 'Otway']",1.0
26869_The_Tale_of_Lal__A_Fantasy,novel,"['Lion', 'Lion', 'Lion', 'Ridgwell', 'Lal', 'Murkel', 'Mayor', 'Simon', 'Billy', 'Court', 'Foundation']",0.8
A_Book_for_the_Hammock_61207,short story collection,"['License', 'Foundation']",1.0
In_a_Glass_Darkly_37172,short story collection,"['Jennings', 'Yes', 'Jennings', 'Swedenborg', 'Jennings', 'They', 'When', 'Its', 'Yes', 'Jennings', 'Barton', 'Barton', 'Barton', 'Barton', 'Barton', 'Barton', 'Barton', 'Barton', 'Barton', 'This', 'Judge', 'Judge', 'Judge', 'Judge', 'Judge', 'Judge', 'Judge', 'Foundation']",0.48148148148148145
Tales_of_South_Africa_32914,short story collection,"['Plessis', 'Nakeesa', 'Dirk', 'Horace', 'Boer', 'Hendrika', 'Mapana', 'Joe', 'Cornelis', 'Bill', 'Jacoba']",1.0
Midnight_Webs_36875,short story collection,"['License', 'Foundation']",1.0
Why_Frau_Frohmann_Raised_Her_Prices_and_Other_Stories_55212,short story collection,"['Frau', 'Frau', 'Malchen', 'Frau', 'Frau', 'Hoff', 'Frau', 'Frau', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Bessy', 'Paris', 'Then', 'Then', 'Jones', 'Brown', 'Lucy', 'Lucy', 'Sophy', 'Sophy', 'Then', 'Alice', 'Wanless', 'Wanless', 'Alice', 'Wanless', 'Major', 'Alice', 'Major', 'Rossiter', 'Foundation']",0.5384615384615384
70836_Too_close_fisted__and_other_stories,novel,"['Mrs', 'James', 'James', 'James', 'Ann', 'Mrs']",0.6
76330_The_peasants___vol__3_____b_Spring,novel,"['License', 'Foundation']",1.0
A_Dog_of_Flanders__and_Other_Stories_50032,short story collection,"['Translated', 'None', 'None', 'Patrasche', 'Gemma', 'Bertie', 'License', 'Foundation']",0.8571428571428571
4963_Moral,novel,"['Thoma', 'Police', 'Emilsburg', 'Frau', 'Stroebel', 'Beermann', 'United', 'License', 'Foundation']",1.0
The_Greater_Inclination_9190,short story collection,"['Muse', 'Rendle', 'When', 'Amyot', 'Lydia', 'Carstyle', 'Oberville', 'Woburn', 'Vard', 'License', 'Foundation']",1.0
1980_Stories_by_English_Authors__Africa__Selected_by_Sc,novel,"['Tom', 'Miss', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'Gregorio', 'License', 'Foundation']",0.26666666666666666
Miss_Cayley_s_Adventures_30970,short story collection,"['Duet', 'April', 'None', 'Harold', 'Lady', 'Hitchcock', 'Mrs', 'Elsie', 'Elsie', 'Elsie', 'Harold', 'Harold', 'Harold', 'Southminster', 'Grant', 'License', 'Foundation']",0.75
